proportion,n,coverage rate,avg length,method,F1 score
0.7,100,0.875,13.22468985185946,MLE,0.3333333333333333
0.7,100,1.0,2156273.9557681135,Data splitting,0.3333333333333333
0.7,100,0.625,7.484481579021019,Naive,0.0
0.7,100,1.0,14.283401500477758,MLE,0.0
0.7,100,0.875,1218.9013243122154,Data splitting,0.0
0.7,100,0.5,6.8896466556338645,Naive,0.0
0.7,100,0.75,10.561365455541646,MLE,0.0
0.7,100,1.0,10.840118001958823,Data splitting,0.0
0.7,100,0.75,6.121541969597589,Naive,0.0
0.7,100,0.8125,13.878015191425003,MLE,0.3333333333333333
0.7,100,0.75,12.037637894367304,Data splitting,0.0
0.7,100,0.875,7.586551386008677,Naive,0.0
0.7,100,1.0,11.665136557729681,MLE,1.0
0.7,100,1.0,6967.914940753584,Data splitting,0.8
0.7,100,0.75,8.032007497293828,Naive,1.0
0.7,100,1.0,12.714950672130206,MLE,0.5
0.7,100,0.75,23.862025985260356,Data splitting,0.0
0.7,100,0.625,7.743082556699117,Naive,0.5
0.7,100,0.9166666666666666,13.711428734933653,MLE,0.8
0.7,100,1.0,9772.971218465478,Data splitting,1.0
0.7,100,0.75,7.674803261143644,Naive,0.5
0.7,100,0.9166666666666666,14.048029164799457,MLE,0.4
0.7,100,1.0,19.145791821415152,Data splitting,0.0
0.7,100,0.875,8.083647263059959,Naive,0.5
0.7,100,1.0,12.761952655563315,MLE,0.0
0.7,100,0.75,2364.6405749747364,Data splitting,0.6666666666666666
0.7,100,0.875,7.901099660418632,Naive,0.0
0.7,100,0.5,12.278612275089277,MLE,0.5
0.7,100,1.0,839.1083489980218,Data splitting,0.4
0.7,100,0.75,6.259153074921512,Naive,0.6666666666666666
0.7,100,0.9166666666666666,13.618158507108745,MLE,0.8
0.7,100,1.0,1853.194380834295,Data splitting,0.8
0.7,100,0.8333333333333334,9.272421428266258,Naive,0.8
0.7,100,0.75,9.958578166786594,MLE,0.0
0.7,100,1.0,21324.62824254399,Data splitting,0.5
0.7,100,0.5,6.379769693379529,Naive,0.0
0.7,100,1.0,12.619269463106068,MLE,0.5
0.7,100,1.0,16.46071002214672,Data splitting,1.0
0.7,100,0.875,7.66505586015185,Naive,0.5
0.7,100,0.8333333333333334,13.217456958345956,MLE,0.0
0.7,100,1.0,11.178636254918388,Data splitting,0.6666666666666666
0.7,100,0.75,7.749164390184172,Naive,0.5
0.7,100,0.8333333333333334,13.64752675944345,MLE,0.8
0.7,100,1.0,16.510002102215473,Data splitting,0.5
0.7,100,0.75,6.05257261300385,Naive,0.0
0.7,100,1.0,10.179804284896058,MLE,0.6666666666666666
0.7,100,0.9166666666666666,889.9882052780237,Data splitting,0.8
0.7,100,1.0,8.230799702427552,Naive,0.8
0.7,100,1.0,14.198836703050501,MLE,0.4
0.7,100,1.0,4783.674143735868,Data splitting,0.5
0.7,100,0.875,7.854631637410041,Naive,0.5
0.7,100,1.0,13.372179410825622,MLE,0.8
0.7,100,1.0,6758910.726740057,Data splitting,0.6666666666666666
0.7,100,0.75,7.811848624377823,Naive,0.5
0.7,100,1.0,13.071856401888688,MLE,0.4
0.7,100,1.0,5406.496292931644,Data splitting,0.0
0.7,100,1.0,6.060189490480608,Naive,0.0
0.7,100,0.875,12.2658818916521,MLE,0.0
0.7,100,1.0,14.4699135691167,Data splitting,0.5
0.7,100,1.0,6.224097683572978,Naive,0.6666666666666666
0.7,100,1.0,12.093195203049262,MLE,0.5
0.7,100,0.875,1166.9169188771132,Data splitting,0.5
0.7,100,0.75,7.917746711843325,Naive,0.5
0.7,100,0.95,14.021465799081508,MLE,0.5714285714285715
0.7,100,1.0,19.168886496361445,Data splitting,0.5
0.7,100,0.75,7.845799038223927,Naive,0.5
0.7,100,1.0,9.969364774287694,MLE,0.0
0.7,100,1.0,11.628750587198823,Data splitting,0.0
0.7,100,0.5,6.603696040785019,Naive,0.0
0.7,100,0.75,10.036656935701853,MLE,0.0
0.7,100,1.0,12.186032842042708,Data splitting,0.0
0.7,100,0.75,6.396261921007367,Naive,0.0
0.7,100,0.8333333333333334,13.900412835427824,MLE,0.4
0.7,100,1.0,16906.799984357498,Data splitting,0.4
0.7,100,0.75,6.391921772556773,Naive,0.0
0.7,100,1.0,13.28233197403059,MLE,0.5
0.7,100,0.6666666666666666,31.459860957198725,Data splitting,0.0
0.7,100,0.6666666666666666,9.973498814873727,Naive,0.4
0.7,100,1.0,10.40293830945989,MLE,0.0
0.7,100,1.0,11.636678336449133,Data splitting,0.6666666666666666
0.7,100,0.6666666666666666,6.349780106915458,Naive,0.5454545454545454
0.7,100,0.625,12.763190414943407,MLE,0.0
0.7,100,1.0,221944.0969691699,Data splitting,0.4
0.7,100,0.75,6.126137666273692,Naive,0.0
0.7,100,0.875,12.926048488361115,MLE,0.0
0.7,100,1.0,10873.231702862115,Data splitting,0.4
0.7,100,0.25,9.219714707846137,Naive,0.0
0.7,100,0.75,13.488157916925239,MLE,0.8
0.7,100,1.0,26334.758346026658,Data splitting,0.8
0.7,100,0.9166666666666666,9.098843519419164,Naive,0.8
0.7,100,1.0,10.274199195474267,MLE,0.6666666666666666
0.7,100,1.0,7492939.085674304,Data splitting,0.4
0.7,100,0.75,6.16663293893755,Naive,0.6666666666666666
0.7,100,0.75,12.239794190350059,MLE,0.5
0.7,100,1.0,10.915405594414276,Data splitting,0.0
0.7,100,0.875,7.473277094097952,Naive,0.5
0.7,100,1.0,13.850357842175882,MLE,0.4
0.7,100,1.0,15.045042930089917,Data splitting,0.5
0.7,100,0.75,7.877962949597387,Naive,0.5
0.7,100,1.0,9.940884889406412,MLE,0.0
0.7,100,1.0,10.889502088708879,Data splitting,0.0
0.7,100,0.5,6.223871572329854,Naive,0.0
0.7,100,0.9166666666666666,13.358946404150485,MLE,0.4
0.7,100,1.0,1010.6840151706871,Data splitting,0.0
0.7,100,0.8125,9.350684300591157,Naive,0.3333333333333333
0.7,100,1.0,13.285798792748901,MLE,0.4
0.7,100,0.875,15.762942618448417,Data splitting,0.5
0.7,100,0.75,6.2206352436687125,Naive,0.6666666666666666
0.7,100,1.0,9.97594890976463,MLE,0.0
0.7,100,0.875,2667.719444179931,Data splitting,0.5
0.7,100,0.75,6.782757017520934,Naive,0.0
0.7,100,1.0,10.444358869203674,MLE,0.0
0.7,100,1.0,3267.8187930339773,Data splitting,0.5
0.7,100,0.75,6.153828361711021,Naive,0.6666666666666666
0.7,100,0.875,12.506305685258452,MLE,0.5
0.7,100,1.0,11.515154037931572,Data splitting,0.5454545454545454
0.7,100,0.75,8.030070233656739,Naive,0.5
0.7,100,1.0,12.524790990006869,MLE,0.8
0.7,100,1.0,34528.44614032372,Data splitting,0.4
0.7,100,0.875,7.858437573673155,Naive,0.0
0.7,100,1.0,13.005859141462398,MLE,0.0
0.7,100,1.0,16249.99499679704,Data splitting,0.8
0.7,100,0.75,6.4921697622024706,Naive,0.0
0.7,100,1.0,14.724834750036866,MLE,0.5
0.7,100,1.0,20407.111112022678,Data splitting,0.5
0.7,100,0.875,8.742150617604096,Naive,0.5
0.7,100,1.0,13.716565840362355,MLE,0.4
0.7,100,1.0,2093.3275390752,Data splitting,0.8
0.7,100,1.0,7.545808594109297,Naive,0.5
0.7,100,1.0,12.598681944106197,MLE,0.5
0.7,100,1.0,2385.2029592499266,Data splitting,0.5
0.7,100,0.75,6.174953018569145,Naive,0.6666666666666666
0.7,100,0.75,13.464473807538527,MLE,0.4
0.7,100,0.875,1181.859524342581,Data splitting,0.0
0.7,100,1.0,7.637492080110797,Naive,0.5
0.7,100,1.0,13.093302828203198,MLE,0.8
0.7,100,1.0,10218.348776713714,Data splitting,0.4
0.7,100,0.375,8.117738195895928,Naive,0.5
0.7,100,0.9375,13.343669052721582,MLE,0.6666666666666666
0.7,100,1.0,7907.04151208263,Data splitting,0.8
0.7,100,0.5,7.249117983835702,Naive,0.5
0.7,100,0.875,11.680023671457864,MLE,0.5
0.7,100,1.0,15.121088010350462,Data splitting,0.5
0.7,100,0.625,7.797609597265551,Naive,0.5
0.7,100,0.5833333333333334,12.982856116104683,MLE,0.4
0.7,100,0.9166666666666666,2119.2536265825124,Data splitting,0.4
0.7,100,0.625,7.882450236143885,Naive,0.5
0.7,100,0.9166666666666666,12.92424143514767,MLE,0.8
0.7,100,0.75,18.282526482081074,Data splitting,0.5
0.7,100,0.5,6.68392912222372,Naive,0.6666666666666666
0.7,100,0.9166666666666666,12.577020604218196,MLE,0.4
0.7,100,1.0,968.6916942264082,Data splitting,0.5
0.7,100,0.75,8.600921328915087,Naive,0.4
0.7,100,1.0,10.500099084641368,MLE,0.0
0.7,100,1.0,1081.5105065535477,Data splitting,0.0
0.7,100,0.75,6.103125817423706,Naive,0.0
0.7,100,0.75,10.316571973287784,MLE,0.0
0.7,100,1.0,6712.511030427352,Data splitting,0.4
0.7,100,0.75,8.96871399172183,Naive,0.4
0.7,100,0.75,11.988142476591236,MLE,1.0
0.7,100,1.0,11.569429928229695,Data splitting,0.0
0.7,100,0.75,6.089159623491088,Naive,0.6666666666666666
0.7,100,0.875,13.706725818217208,MLE,0.5
0.7,100,1.0,2782.7839913607568,Data splitting,0.4
0.7,100,0.75,6.134992533283537,Naive,0.0
0.7,100,0.75,12.817172309026676,MLE,0.5
0.7,100,1.0,15.910255790584976,Data splitting,1.0
0.7,100,0.75,6.1085970584253175,Naive,0.6666666666666666
0.7,100,1.0,12.02899805264413,MLE,0.5
0.7,100,1.0,968.7982645724533,Data splitting,0.5
0.7,100,0.75,6.36921282371842,Naive,0.6666666666666666
0.7,100,1.0,12.996825037071496,MLE,1.0
0.7,100,1.0,11.535657313475065,Data splitting,0.0
0.7,100,0.75,6.127988287579042,Naive,0.0
0.7,100,1.0,12.086660856507335,MLE,0.0
0.7,100,1.0,15.497554723074225,Data splitting,0.0
0.7,100,0.875,7.625008035490586,Naive,0.0
0.7,100,1.0,13.672086482452405,MLE,0.4
0.7,100,1.0,11.109144772553064,Data splitting,0.0
0.7,100,0.75,7.597707002125377,Naive,0.0
0.7,100,1.0,10.4686096256695,MLE,0.0
0.7,100,1.0,11.729784598816986,Data splitting,0.0
0.7,100,1.0,6.092108145879206,Naive,0.0
0.7,100,1.0,13.717068910490646,MLE,0.6666666666666666
0.7,100,1.0,8967.172616695518,Data splitting,0.4
0.7,100,0.75,6.153332181869214,Naive,0.0
0.7,100,1.0,13.531190603749074,MLE,0.4
0.7,100,0.9375,29.71847776050342,Data splitting,0.3333333333333333
0.7,100,0.8333333333333334,8.650964874285936,Naive,0.4
0.7,100,0.9375,14.796027572604212,MLE,0.3333333333333333
0.7,100,1.0,1064.5365668511952,Data splitting,0.0
0.7,100,0.75,6.2262131385588155,Naive,0.0
0.7,100,0.875,11.68758352409035,MLE,0.5
0.7,100,1.0,12.716114114590807,Data splitting,0.0
0.7,100,0.75,7.6335528197555895,Naive,0.5
0.7,100,0.8333333333333334,13.478261167433077,MLE,0.0
0.7,100,1.0,16.133044872139052,Data splitting,0.5
0.7,100,0.75,9.068032384869065,Naive,0.4
0.7,200,0.75,10.187918258376307,MLE,0.0
0.7,200,0.875,15.947120595735093,Data splitting,0.0
0.7,200,0.625,7.540793850938337,Naive,0.0
0.7,200,0.75,10.731985040065608,MLE,0.0
0.7,200,1.0,12.08476986074698,Data splitting,0.0
0.7,200,1.0,7.136209190912295,Naive,0.5
0.7,200,0.75,12.444857857573089,MLE,0.5
0.7,200,1.0,11.32337935704753,Data splitting,0.6666666666666666
0.7,200,0.75,6.008576782181539,Naive,0.6666666666666666
0.7,200,0.875,13.295283010639086,MLE,0.0
0.7,200,1.0,10.616454318732863,Data splitting,0.0
0.7,200,1.0,5.945389113890816,Naive,0.0
0.7,200,1.0,10.655656733353123,MLE,0.0
0.7,200,0.75,14.15704336929029,Data splitting,0.0
0.7,200,0.75,6.0443091400367575,Naive,0.6666666666666666
0.7,200,1.0,13.657631445786054,MLE,0.0
0.7,200,1.0,14.717420002033236,Data splitting,0.5
0.7,200,0.75,7.4401984664681855,Naive,0.0
0.7,200,0.9166666666666666,13.493661197751825,MLE,0.8
0.7,200,0.875,15.228449063613331,Data splitting,1.0
0.7,200,0.75,8.224757343014202,Naive,0.8
0.7,200,1.0,13.74411631120938,MLE,0.8
0.7,200,1.0,16.4073870902437,Data splitting,0.4
0.7,200,0.875,7.330413211321206,Naive,0.5
0.7,200,0.875,12.615972544228077,MLE,1.0
0.7,200,0.9375,17.704514130417635,Data splitting,0.3333333333333333
0.7,200,0.625,7.719077824970064,Naive,1.0
0.7,200,0.75,11.802479877179662,MLE,0.5
0.7,200,1.0,14.440043903142161,Data splitting,0.5
0.7,200,0.25,7.358157836879009,Naive,0.5
0.7,200,0.75,13.187375155854278,MLE,0.4
0.7,200,0.875,14.23230963160515,Data splitting,0.0
0.7,200,0.6666666666666666,8.11787277389272,Naive,0.4
0.7,200,0.875,12.652471072530659,MLE,0.0
0.7,200,1.0,12.737920345312368,Data splitting,0.0
0.7,200,0.75,6.0196999501676185,Naive,0.0
0.7,200,0.75,10.356500920988942,MLE,0.6666666666666666
0.7,200,0.9166666666666666,17.747250193550347,Data splitting,0.4
0.7,200,0.75,6.094011401573956,Naive,0.6666666666666666
0.7,200,0.9375,13.823386364106835,MLE,0.3333333333333333
0.7,200,0.9375,19.606208435135663,Data splitting,0.3333333333333333
0.7,200,0.75,7.61095911535941,Naive,0.5
0.7,200,0.875,13.11462485028099,MLE,0.0
0.7,200,0.9166666666666666,18.81504301338509,Data splitting,0.0
0.7,200,0.8333333333333334,8.575019374863006,Naive,0.0
0.7,200,0.875,12.125234845225467,MLE,0.5
0.7,200,0.9166666666666666,15.775682410416058,Data splitting,0.4
0.7,200,0.75,6.022538714239216,Naive,0.0
0.7,200,1.0,10.753065449078406,MLE,0.0
0.7,200,1.0,13.671838354103793,Data splitting,1.0
0.7,200,0.75,5.993946151253861,Naive,0.6666666666666666
0.7,200,1.0,13.570506595190805,MLE,0.4
0.7,200,1.0,16.685775457917234,Data splitting,0.0
0.7,200,0.8333333333333334,8.377394797464104,Naive,0.4
0.7,200,0.625,12.961106756548617,MLE,0.0
0.7,200,1.0,15.671245083110051,Data splitting,0.5
0.7,200,0.75,6.004964868689097,Naive,0.0
0.7,200,1.0,13.488779907731825,MLE,0.8
0.7,200,0.5,11.667418742531895,Data splitting,0.0
0.7,200,0.75,6.07034195857494,Naive,0.0
0.7,200,0.9375,13.819473011203701,MLE,0.3333333333333333
0.7,200,1.0,14.729765545771004,Data splitting,0.5
0.7,200,0.75,6.053292967996601,Naive,0.0
0.7,200,1.0,12.899726679306431,MLE,0.5
0.7,200,1.0,11.148583925278555,Data splitting,0.6666666666666666
0.7,200,0.75,7.564121377470329,Naive,0.5
0.7,200,1.0,12.799558939095819,MLE,0.4
0.7,200,1.0,13.694901303516817,Data splitting,0.5
0.7,200,1.0,7.160085449757148,Naive,0.5
0.7,200,1.0,12.360404508997156,MLE,0.5
0.7,200,1.0,12.04045969863786,Data splitting,0.0
0.7,200,1.0,7.139220172990414,Naive,0.0
0.7,200,0.75,10.115859989787445,MLE,0.6666666666666666
0.7,200,0.9166666666666666,17.705120245172903,Data splitting,0.4
0.7,200,0.75,8.303247171822,Naive,0.4
0.7,200,0.8333333333333334,13.227657617016371,MLE,0.8
0.7,200,1.0,14.02231632998522,Data splitting,0.5
0.7,200,0.6666666666666666,6.002745578481497,Naive,0.5454545454545454
0.7,200,0.8333333333333334,13.49253677957924,MLE,0.4
0.7,200,1.0,15.253361494575927,Data splitting,0.4
0.7,200,0.75,6.03849909877467,Naive,0.0
0.7,200,0.5,9.949927590737461,MLE,0.0
0.7,200,1.0,16.477232715334576,Data splitting,0.4
0.7,200,0.5,6.131670201291984,Naive,0.0
0.7,200,1.0,12.952533355695666,MLE,0.4
0.7,200,1.0,735.5643501051942,Data splitting,0.4
0.7,200,0.9166666666666666,7.774083313705869,Naive,0.4
0.7,200,0.5,12.44655243756706,MLE,0.0
0.7,200,1.0,11.460616259445837,Data splitting,0.0
0.7,200,0.75,6.092149688866842,Naive,0.0
0.7,200,1.0,13.628412000622866,MLE,0.8
0.7,200,0.75,11.529966649691534,Data splitting,0.0
0.7,200,0.75,6.0660820656513215,Naive,0.0
0.7,200,0.875,13.528143555973507,MLE,0.6666666666666666
0.7,200,0.9166666666666666,16.171475109860264,Data splitting,0.8
0.7,200,0.5625,8.701765523726134,Naive,0.6666666666666666
0.7,200,1.0,14.000994005204907,MLE,0.6666666666666666
0.7,200,1.0,15.805434300433717,Data splitting,0.4
0.7,200,1.0,7.311269150001587,Naive,0.5
0.7,200,0.75,13.37050358280712,MLE,0.4
0.7,200,0.75,15.526594637006971,Data splitting,0.5
0.7,200,1.0,6.043474528235978,Naive,0.0
0.7,200,1.0,12.181329514555284,MLE,0.5
0.7,200,1.0,11.278719214751305,Data splitting,0.6666666666666666
0.7,200,0.75,6.105981160793385,Naive,0.0
0.7,200,0.9375,14.004169991073024,MLE,0.6666666666666666
0.7,200,1.0,18.501190449425366,Data splitting,0.8
0.7,200,0.8333333333333334,8.396344060224783,Naive,0.8
0.7,200,0.8333333333333334,13.269617967062663,MLE,0.8
0.7,200,0.9166666666666666,17.319242574107083,Data splitting,0.4
0.7,200,0.75,7.313032273719204,Naive,0.5
0.7,200,1.0,10.300828155977898,MLE,0.6666666666666666
0.7,200,1.0,10.994784928779314,Data splitting,0.0
0.7,200,1.0,5.992420454868107,Naive,0.6666666666666666
0.7,200,0.9166666666666666,13.707488586901043,MLE,0.8
0.7,200,0.5,17.568755851899766,Data splitting,0.5
0.7,200,1.0,7.4111848968672,Naive,1.0
0.7,200,0.5,9.721406235847429,MLE,0.0
0.7,200,0.75,15.823437765957493,Data splitting,0.5
0.7,200,0.625,7.513882395269045,Naive,0.5
0.7,200,0.75,10.467077946521572,MLE,0.0
0.7,200,1.0,11.37006815446051,Data splitting,0.0
0.7,200,0.75,6.017359088140887,Naive,0.0
0.7,200,0.875,12.798781547967629,MLE,1.0
0.7,200,0.8333333333333334,2106.561422229151,Data splitting,0.8
0.7,200,0.75,7.609952440179317,Naive,1.0
0.7,200,0.9375,13.183339523761799,MLE,0.6666666666666666
0.7,200,1.0,14.327701491721186,Data splitting,1.0
0.7,200,1.0,7.064778570792131,Naive,0.5
0.7,200,1.0,10.610924867065062,MLE,0.0
0.7,200,1.0,14.148732096257644,Data splitting,0.5
0.7,200,0.75,6.108642588989143,Naive,0.6666666666666666
0.7,200,1.0,10.643735029999096,MLE,0.0
0.7,200,0.75,17.253679626213152,Data splitting,0.4
0.7,200,0.875,7.426399472486789,Naive,0.5
0.7,200,0.5,10.567097825033283,MLE,0.0
0.7,200,0.75,11.068084086525424,Data splitting,0.0
0.7,200,0.75,5.973038104018877,Naive,0.0
0.7,200,1.0,12.616418946141689,MLE,0.0
0.7,200,0.9166666666666666,16.5444023872659,Data splitting,0.4
0.7,200,0.75,7.296405007153041,Naive,0.5
0.7,200,1.0,12.0756982234658,MLE,0.5
0.7,200,0.8125,23.34453510790594,Data splitting,0.6666666666666666
0.7,200,0.75,7.411582266393101,Naive,0.5
0.7,200,0.875,12.137303231055146,MLE,0.5
0.7,200,1.0,577.363096755621,Data splitting,0.6666666666666666
0.7,200,0.8333333333333334,8.0643974358628,Naive,0.8
0.7,200,0.75,13.513346290495356,MLE,0.4
0.7,200,0.9166666666666666,15.853036538387622,Data splitting,0.0
0.7,200,1.0,7.092983560980928,Naive,0.0
0.7,200,1.0,12.979536729257653,MLE,1.0
0.7,200,1.0,14.85058307559145,Data splitting,0.4
0.7,200,0.75,6.0526534335862845,Naive,0.6666666666666666
0.7,200,1.0,13.605880650833887,MLE,0.3333333333333333
0.7,200,0.875,1001.8464442358667,Data splitting,0.5
0.7,200,0.75,7.283178969348026,Naive,0.0
0.7,200,0.875,12.47497844332186,MLE,0.0
0.7,200,0.875,14.369232940135749,Data splitting,0.0
0.7,200,0.75,6.003178766575793,Naive,0.0
0.7,200,0.875,13.010477242325246,MLE,0.0
0.7,200,0.75,14.005841781142781,Data splitting,0.0
0.7,200,0.75,6.077306900334169,Naive,0.0
0.7,200,0.9166666666666666,13.422398465608529,MLE,0.8
0.7,200,1.0,11.176373861541158,Data splitting,0.6666666666666666
0.7,200,0.75,7.399031909104897,Naive,0.5
0.7,200,1.0,12.25587800853316,MLE,0.5
0.7,200,1.0,15.473271101784919,Data splitting,0.5
0.7,200,0.5,7.442629552092271,Naive,0.5
0.7,200,0.875,14.447675063767278,MLE,0.6666666666666666
0.7,200,0.75,11.76173696916792,Data splitting,0.6666666666666666
0.7,200,1.0,7.428568962584026,Naive,0.5
0.7,200,0.8125,14.142741995778824,MLE,0.6666666666666666
0.7,200,1.0,11.35576207531027,Data splitting,0.0
0.7,200,0.75,6.013089475234203,Naive,0.6666666666666666
0.7,200,1.0,12.161375749009718,MLE,0.5
0.7,200,0.75,12.054528795769233,Data splitting,0.0
0.7,200,0.25,6.1739075629422695,Naive,0.0
0.7,200,1.0,13.290121775075505,MLE,0.5
0.7,200,1.0,14.373954252248677,Data splitting,0.5
0.7,200,1.0,5.9438703566395725,Naive,0.0
0.7,200,0.875,12.29461394465688,MLE,0.5
0.7,200,0.75,15.051869741288687,Data splitting,1.0
0.7,200,0.75,7.350394726240908,Naive,1.0
0.7,200,0.875,13.157282606654192,MLE,0.5
0.7,200,0.75,16.355992505559065,Data splitting,1.0
0.7,200,0.75,6.072412645439209,Naive,0.6666666666666666
0.7,200,1.0,14.309750201292273,MLE,0.0
0.7,200,0.875,16.057197403030745,Data splitting,0.0
0.7,200,0.5,5.972424923398887,Naive,0.0
0.7,200,0.875,12.651583048616935,MLE,0.5
0.7,200,1.0,13.906141304459956,Data splitting,0.0
0.7,200,0.75,6.045088890781821,Naive,0.0
0.7,200,0.75,13.511997027438065,MLE,0.8
0.7,200,1.0,14.401617303963468,Data splitting,1.0
0.7,200,0.875,7.4382561291557945,Naive,0.5
0.7,200,0.8125,13.239648220345845,MLE,0.6666666666666666
0.7,200,0.8125,22.26570974091466,Data splitting,0.3333333333333333
0.7,200,0.8,8.87718923683106,Naive,0.5714285714285715
0.7,200,0.6666666666666666,13.02254118768999,MLE,0.4
0.7,200,1.0,16.288455857743696,Data splitting,0.4
0.7,200,0.5,6.151924993248891,Naive,0.0
0.7,200,0.9166666666666666,13.19659294321953,MLE,0.4
0.7,200,1.0,15.341185627815904,Data splitting,0.8
0.7,200,0.875,7.319436693325661,Naive,0.5
0.7,200,0.8333333333333334,13.297112027274908,MLE,0.4
0.7,200,0.9166666666666666,16.792161569129785,Data splitting,0.8
0.7,200,0.75,6.015050739596891,Naive,0.6666666666666666
0.7,200,0.875,12.78850323800374,MLE,0.0
0.7,200,1.0,14.239128760783846,Data splitting,0.5
0.7,200,0.875,7.289550353179912,Naive,0.5
0.7,200,0.8125,14.14461938529957,MLE,0.6666666666666666
0.7,200,1.0,15.829175777306034,Data splitting,0.4
0.7,200,1.0,6.086777854987695,Naive,0.5454545454545454
0.7,200,0.875,12.741160004310087,MLE,0.0
0.7,200,0.9166666666666666,15.84818462167957,Data splitting,0.4
0.7,200,0.75,5.964002456825758,Naive,0.0
0.7,200,1.0,14.426774804288243,MLE,0.5714285714285715
0.7,200,0.8333333333333334,21.743442831557548,Data splitting,0.4
0.7,200,0.75,8.322921464899219,Naive,0.4
0.7,200,1.0,10.525282924135752,MLE,0.0
0.7,200,1.0,10.965333297559123,Data splitting,0.0
0.7,200,0.75,5.956045062760974,Naive,0.0
0.7,200,0.9,13.753771938904734,MLE,0.5714285714285715
0.7,200,0.9166666666666666,17.02113972096333,Data splitting,0.0
0.7,200,0.6666666666666666,7.880762296385064,Naive,0.4
0.7,200,1.0,13.092566079701848,MLE,0.4
0.7,200,0.875,14.893542219710268,Data splitting,0.5
0.7,200,0.75,6.007300214493882,Naive,0.6666666666666666
0.7,200,0.75,11.718335252715665,MLE,0.0
0.7,200,0.6666666666666666,20.951493927327128,Data splitting,0.4
0.7,200,0.75,6.085985186310211,Naive,0.0
0.7,200,0.9375,14.018367172179936,MLE,0.6666666666666666
0.7,200,0.875,19.33661698660803,Data splitting,0.3333333333333333
0.7,200,0.875,7.411506480223379,Naive,0.5
0.7,200,0.5833333333333334,12.825432796059987,MLE,0.8
0.7,200,0.75,13.79531845221084,Data splitting,0.5
0.7,200,0.625,7.322113114769468,Naive,0.5
0.7,200,1.0,10.546281337008635,MLE,0.6666666666666666
0.7,200,0.875,19.758077969608664,Data splitting,0.3333333333333333
0.7,200,0.5,6.0756356056746945,Naive,0.0
0.7,200,1.0,13.302567521908339,MLE,0.8
0.7,200,0.875,14.330821826998816,Data splitting,1.0
0.7,200,0.875,7.21093943099131,Naive,1.0
0.7,200,1.0,13.46979076715028,MLE,0.4
0.7,200,1.0,14.110470320261339,Data splitting,0.5
0.7,200,0.875,7.368138228202568,Naive,0.5
0.7,200,0.875,12.97251457229137,MLE,0.0
0.7,200,1.0,11.656365208540343,Data splitting,0.0
0.7,200,0.75,7.682149778616729,Naive,0.0
0.7,200,1.0,10.605798898131935,MLE,0.6666666666666666
0.7,200,1.0,10.125171828743447,Data splitting,0.0
0.7,200,1.0,5.985847853443562,Naive,0.6666666666666666
0.7,200,0.875,14.158716331676496,MLE,0.6666666666666666
0.7,200,0.875,15.083551255229779,Data splitting,0.5
0.7,200,0.875,7.572902769758571,Naive,0.5
0.7,200,0.9166666666666666,13.231151113572409,MLE,0.4
0.7,200,1.0,14.147847119303222,Data splitting,0.0
0.7,200,0.875,7.098720826150419,Naive,0.0
0.7,200,0.75,12.205370408068447,MLE,0.5
0.7,200,1.0,12.957841876650813,Data splitting,0.6666666666666666
0.7,200,0.5,6.326325356822281,Naive,0.6666666666666666
0.7,200,1.0,10.637540976559073,MLE,0.0
0.7,200,0.875,15.686430569275586,Data splitting,0.0
0.7,200,0.75,6.075811978219221,Naive,0.0
0.7,200,0.875,12.154604394390432,MLE,0.5
0.7,200,0.9166666666666666,16.150929677869254,Data splitting,0.8
0.7,200,1.0,7.172571993053257,Naive,0.5
0.7,200,1.0,13.17944251124977,MLE,0.0
0.7,200,0.875,14.474812252473235,Data splitting,0.0
0.7,200,0.75,6.039459319975967,Naive,0.0
0.7,200,0.875,12.513584970660583,MLE,0.5
0.7,200,1.0,12.10173296058964,Data splitting,0.0
0.7,200,0.6666666666666666,6.14139191158289,Naive,0.0
0.7,200,0.8125,13.614761685887856,MLE,0.3333333333333333
0.7,200,1.0,14.9956086863587,Data splitting,0.0
0.7,200,1.0,8.246042816353398,Naive,0.3333333333333333
0.7,200,1.0,13.423422091041223,MLE,0.8
0.7,200,1.0,10.835917813618016,Data splitting,0.6666666666666666
0.7,200,0.75,6.043699007333956,Naive,0.6666666666666666
0.7,200,1.0,13.249190159630984,MLE,0.4
0.7,200,0.625,23.29604640630457,Data splitting,0.6666666666666666
0.7,200,0.75,6.009714990372654,Naive,0.6666666666666666
0.7,200,1.0,13.526203257892396,MLE,0.4
0.7,200,1.0,17.44036555192245,Data splitting,0.4
0.7,200,0.875,7.5183978457034035,Naive,0.0
0.7,200,1.0,12.555617492877657,MLE,0.0
0.7,200,1.0,12.334752219399931,Data splitting,0.0
0.7,200,0.75,6.0253464077882,Naive,0.0
0.7,200,0.75,10.070480594601474,MLE,0.6666666666666666
0.7,200,1.0,11.789845612858805,Data splitting,0.6666666666666666
0.7,200,0.5,6.148406940188373,Naive,0.6666666666666666
0.7,200,1.0,12.258300374706469,MLE,0.5
0.7,200,1.0,16.529446342773173,Data splitting,0.4
0.7,200,0.75,6.090804739598408,Naive,0.0
0.7,200,0.75,12.605796719438299,MLE,0.0
0.7,200,0.75,11.406918873625346,Data splitting,0.0
0.7,200,0.75,6.00582121656498,Naive,0.0
0.7,200,1.0,13.699200592233796,MLE,0.0
